pool,card_id,name,card_class,set,type,cost,attack,health_or_durability,races,mechanics,text,status
weapon,JAIL_875,Staff of Trickery,DRUID,ESCAPEFROM_VIOLET_HOLD,WEAPON,4,1,4,,"DISCOVER,TRIGGER_VISUAL","[x]After your hero attacks, <b>Discover</b> a Druid card. Reduce its Cost by your hero's Attack.",needs_rule
weapon,MEND_803,Emboldening Blade,PALADIN,CATACLYSM,WEAPON,5,3,2,,BATTLECRY,[x]<b>Battlecry:</b> Give your Silver Hand Recruits +1/+1 this game.,generated_supported
weapon,RLK_067,Corrupted Ashbringer,DEATHKNIGHT,CORE,WEAPON,6,5,2,,LIFESTEAL,<b>Lifesteal</b>,generated_supported
weapon,TIME_444,Time-Lost Glaive,DEMONHUNTER,TIME_TRAVEL,WEAPON,1,2,2,,DEATHRATTLE,<b>Deathrattle:</b> Get a random Demon from the past.,needs_rule
weapon,TLC_478,Axe of the Forefathers,WARRIOR,THE_LOST_CITY,WEAPON,3,2,2,,TRIGGER_VISUAL,"After your hero attacks, deal 1 damage to all minions.",generated_supported
weapon,TLC_833,Insect Claw,DEMONHUNTER,THE_LOST_CITY,WEAPON,3,2,2,,TRIGGER_VISUAL,"After your hero attacks, summon a 2/1 Grub with <b>Rush</b>.",generated_supported
one_cost_minion,CAP_004,Disguised Operator,ROGUE,ESCAPEFROM_VIOLET_HOLD,MINION,1,4,2,,"DEATHRATTLE,RUSH",[x] Can be played on either side. <b>Rush</b>. <b>Deathrattle:</b> Your opponent draws 2 cards.,generated_supported
one_cost_minion,CAP_107,Cannonmaster,WARRIOR,ESCAPEFROM_VIOLET_HOLD,MINION,1,3,1,"DRAENEI,PIRATE",BATTLECRY,[x]<b>Battlecry:</b> Get a 1/1 Cannoneer that deals 1 damage to a random enemy at end of turn.,direct_supported
one_cost_minion,CATA_130,Crystalspine Cub,DRUID,CATACLYSM,MINION,1,1,1,BEAST,TRIGGER_VISUAL,"Whenever you spend your last Mana Crystal, gain +1/+1.",generated_supported
one_cost_minion,CATA_200,Agent of the Old Ones,ROGUE,CATACLYSM,MINION,1,2,1,DEMON,BATTLECRY,[x]<b>Battlecry:</b> Choose a card in your hand to  transform into a Coin.,generated_supported
one_cost_minion,CATA_210,Twilight Egg,NEUTRAL,CATACLYSM,MINION,1,0,2,,"DEATHRATTLE,TRIGGER_VISUAL",[x]<b>Deathrattle:</b> Summon a {0}/{1} Whelp. <i>(Gains +1/+1   at the start of your turns!)  </i>,generated_supported
one_cost_minion,CATA_484,Winterspring Whelp,MAGE,CATACLYSM,MINION,1,1,2,DRAGON,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a 1-Cost spell from any class.,generated_supported
one_cost_minion,CATA_556,Carrier Whelp,NEUTRAL,CATACLYSM,MINION,1,1,2,DRAGON,BATTLECRY,<b>Battlecry:</b> Get a random Dragon that costs (3) or less.,direct_supported
one_cost_minion,CATA_558,Reinforcement Rallier,HUNTER,CATACLYSM,MINION,1,2,2,,ELUSIVE,<b>Elusive</b>,generated_supported
one_cost_minion,CORE_BT_351,Battlefiend,DEMONHUNTER,CORE,MINION,1,1,2,DEMON,TRIGGER_VISUAL,"After your hero attacks, gain +1 Attack.",generated_supported
one_cost_minion,CORE_BT_480,Crimson Sigil Runner,DEMONHUNTER,CORE,MINION,1,1,1,,OUTCAST,<b>Outcast:</b> Draw a card.,generated_supported
one_cost_minion,CORE_BT_701,Spymistress,ROGUE,CORE,MINION,1,3,1,,STEALTH,<b>Stealth</b>,generated_supported
one_cost_minion,CORE_CS2_188,Abusive Sergeant,NEUTRAL,CORE,MINION,1,1,1,,BATTLECRY,<b>Battlecry:</b> Give a minion +2 Attack this turn.,generated_supported
one_cost_minion,CORE_CS2_189,Elven Archer,NEUTRAL,CORE,MINION,1,1,1,,BATTLECRY,<b>Battlecry:</b> Deal 1 damage.,generated_supported
one_cost_minion,CORE_DRG_024,Sky Raider,WARRIOR,CORE,MINION,1,1,2,PIRATE,BATTLECRY,<b>Battlecry:</b> Add a random Pirate to your hand.,generated_supported
one_cost_minion,CORE_DRG_107,Violet Spellwing,MAGE,CORE,MINION,1,2,1,"BEAST,ELEMENTAL",DEATHRATTLE,<b>Deathrattle:</b> Add an 'Arcane Missiles' spell to your hand.,generated_supported
one_cost_minion,CORE_EX1_010,Worgen Infiltrator,NEUTRAL,CORE,MINION,1,2,1,,STEALTH,<b>Stealth</b>,generated_supported
one_cost_minion,CORE_EX1_011,Voodoo Doctor,NEUTRAL,CORE,MINION,1,2,1,,BATTLECRY,<b>Battlecry:</b> Restore #2 Health.,generated_supported
one_cost_minion,CORE_EX1_193,Psychic Conjurer,PRIEST,CORE,MINION,1,1,2,UNDEAD,BATTLECRY,<b>Battlecry:</b> Copy a card in your opponent’s deck and add it to your hand.,generated_supported
one_cost_minion,CORE_EX1_319,Flame Imp,WARLOCK,CORE,MINION,1,3,2,DEMON,BATTLECRY,<b>Battlecry:</b> Deal 3 damage to your hero.,generated_supported
one_cost_minion,CORE_EX1_509,Murloc Tidecaller,NEUTRAL,CORE,MINION,1,1,2,MURLOC,TRIGGER_VISUAL,"Whenever you summon a Murloc, gain +1 Attack.",generated_supported
one_cost_minion,CORE_GIL_558,Swamp Leech,NEUTRAL,CORE,MINION,1,2,1,BEAST,LIFESTEAL,<b>Lifesteal</b>,generated_supported
one_cost_minion,CORE_ICC_038,Righteous Protector,PALADIN,CORE,MINION,1,1,1,,"DIVINE_SHIELD,TAUNT",<b>Taunt</b> <b>Divine Shield</b>,generated_supported
one_cost_minion,CORE_KAR_069,Swashburglar,ROGUE,CORE,MINION,1,1,2,PIRATE,BATTLECRY,<b>Battlecry:</b> Add a random card from another class to your hand.,generated_supported
one_cost_minion,CORE_RLK_814,Crystalsmith Cultist,PRIEST,CORE,MINION,1,1,2,,BATTLECRY,"<b>Battlecry:</b> If you're holding a Shadow spell, gain +1/+1.",generated_supported
one_cost_minion,CORE_SW_439,Vibrant Squirrel,DRUID,CORE,MINION,1,2,1,BEAST,DEATHRATTLE,"[x]<b>Deathrattle:</b> Shuffle 4 Acorns into your deck. When drawn, summon a 2/1 Squirrel.",generated_supported
one_cost_minion,CORE_ULD_191,Beaming Sidekick,NEUTRAL,CORE,MINION,1,1,2,,BATTLECRY,<b>Battlecry:</b> Give a friendly minion +2 Health.,generated_supported
one_cost_minion,CORE_ULD_723,Murmy,NEUTRAL,CORE,MINION,1,1,1,"MURLOC,UNDEAD",REBORN,<b>Reborn</b>,generated_supported
one_cost_minion,CORE_UNG_205,Glacial Shard,NEUTRAL,CORE,MINION,1,2,1,ELEMENTAL,BATTLECRY,<b>Battlecry:</b> <b>Freeze</b> an enemy.,generated_supported
one_cost_minion,CORE_UNG_809,Fire Fly,NEUTRAL,CORE,MINION,1,1,2,ELEMENTAL,BATTLECRY,<b>Battlecry</b>: Add a 1/2 Elemental to your hand.,generated_supported
one_cost_minion,CORE_UNG_912,Jeweled Macaw,HUNTER,CORE,MINION,1,1,2,BEAST,BATTLECRY,<b>Battlecry:</b> Add a random Beast to your hand.,generated_supported
one_cost_minion,CORE_WC_042,Wailing Vapor,SHAMAN,CORE,MINION,1,1,3,ELEMENTAL,TRIGGER_VISUAL,"[x]After you play an Elemental, gain +1 Attack.",generated_supported
one_cost_minion,CORE_WON_351,Small-Time Buccaneer,NEUTRAL,CORE,MINION,1,1,2,PIRATE,,Has +2 Attack while you have a weapon equipped.,generated_supported
one_cost_minion,CORE_YOD_026,Fiendish Servant,WARLOCK,CORE,MINION,1,2,1,DEMON,DEATHRATTLE,[x]<b>Deathrattle:</b> Give this minion's Attack to a random friendly minion.,generated_supported
one_cost_minion,CS3_007,Novice Zapper,SHAMAN,CORE,MINION,1,3,2,,"OVERLOAD,SPELLPOWER",<b>Spell Damage +1</b> <b>Overload:</b> (1),generated_supported
one_cost_minion,DINO_412,Tortotem,SHAMAN,THE_LOST_CITY,MINION,1,0,3,TOTEM,TRIGGER_VISUAL,"[x]At the end of your turn, get a random minion with multiple minion types.",needs_rule
one_cost_minion,DINO_434,Raptor-Nest Nurse,HUNTER,THE_LOST_CITY,MINION,1,1,1,,"BATTLECRY,DEATHRATTLE",[x]<b>Battlecry:</b> Get a random 1-Cost minion. <b><b>Deathrattle:</b> </b>Get a random 1-Cost spell.,needs_rule
one_cost_minion,EDR_456,Darkrider,WARRIOR,EMERALD_DREAM,MINION,1,1,1,DEMON,"BATTLECRY,DISCOVER","<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a Dragon with a <b>Dark Gift</b>.",direct_supported
one_cost_minion,EDR_469,Slumbering Sprite,NEUTRAL,EMERALD_DREAM,MINION,1,3,3,,,"[x]Starts <b>Dormant</b>. After you use your Hero Power, this awakens.",generated_supported
one_cost_minion,EDR_485,Rotheart Dryad,WARLOCK,EMERALD_DREAM,MINION,1,1,1,,DEATHRATTLE,<b>Deathrattle:</b> Draw a minion that costs (7) or more.,generated_supported
one_cost_minion,EDR_529,Plucky Podling,SHAMAN,EMERALD_DREAM,MINION,1,1,2,,TRIGGER_VISUAL,"[x]If this would transform into a minion, it transforms into one that costs (2) more.",generated_supported
one_cost_minion,EDR_816,Monstrous Mosquito,DEATHKNIGHT,EMERALD_DREAM,MINION,1,1,2,BEAST,TRIGGER_VISUAL,"At the end of your turn, give your other minions +1 Attack.",generated_supported
one_cost_minion,EDR_849,Dreambound Raptor,NEUTRAL,EMERALD_DREAM,MINION,1,2,1,BEAST,TRIGGER_VISUAL,"After you play a minion, give it a random <b>Bonus Effect</b>.",generated_supported
one_cost_minion,EDR_971,Critter Caretaker,NEUTRAL,EMERALD_DREAM,MINION,1,2,2,,TRIGGER_VISUAL,"At the end of your turn, restore #3 Health to both heroes.",generated_supported
one_cost_minion,EDR_999,Gnawing Greenfin,NEUTRAL,EMERALD_DREAM,MINION,1,1,1,MURLOC,BATTLECRY,<b>Battlecry:</b> Get a random Murloc.,generated_supported
one_cost_minion,END_022,Time-Twisted Seer,"MAGE,WARRIOR",TIME_TRAVEL,MINION,1,1,3,DRAGON,,Has <b>Spell Damage +2</b> while damaged.,generated_supported
one_cost_minion,FIR_908,Charred Chameleon,DRUID,EMERALD_DREAM,MINION,1,1,2,BEAST,BATTLECRY,"<b>Battlecry:</b> If you've used your Hero Power this turn, give a friendly minion +1/+2 and <b>Rush</b>.",generated_supported
one_cost_minion,JAIL_202,Spiderling,DRUID,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,2,BEAST,AURA,Your hero has +1 Attack on your turn.,generated_supported
one_cost_minion,JAIL_442,Disguised Doctor,DEATHKNIGHT,ESCAPEFROM_VIOLET_HOLD,MINION,1,5,1,,DEATHRATTLE,[x]Can be played on either side. <b>Deathrattle:</b> Shuffle 4 Blights into your deck that deal 2 damage when drawn.,generated_supported
one_cost_minion,JAIL_452,Disguised Detective,SHAMAN,ESCAPEFROM_VIOLET_HOLD,MINION,1,4,3,,OVERLOAD,Can be played on either side. <b>Overload</b> that player for (2).,generated_supported
one_cost_minion,JAIL_460,Concealing Confection,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,2,MECHANICAL,DEATHRATTLE,<b>Deathrattle:</b> Get a random weapon.,needs_rule
one_cost_minion,JAIL_501,Picklock,ROGUE,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,1,,BATTLECRY,[x]All numbers on this card equal your remaining Mana. <b>Battlecry:</b> Deal 1 damage to an enemy minion.,generated_supported
one_cost_minion,JAIL_703,Gullible Guard,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,3,,DEATHRATTLE,<b>Deathrattle:</b> You can say Sorry this game.,generated_supported
one_cost_minion,JAIL_880,Black Market Overseer,HUNTER,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,3,,TRIGGER_VISUAL,"Whenever you play a <b>Deathrattle</b> minion, give it <b>Rush</b>.",generated_supported
one_cost_minion,MEND_040,Ash Worm,DRUID,CATACLYSM,MINION,1,6,6,BEAST,,"[x]Starts <b>Dormant</b>. When your board is full, awaken.",generated_supported
one_cost_minion,RLK_503,Body Bagger,DEATHKNIGHT,CORE,MINION,1,1,3,UNDEAD,BATTLECRY,<b>Battlecry</b>: Gain a <b>Corpse</b>.,generated_supported
one_cost_minion,RLK_958,Skeletal Sidekick,DEATHKNIGHT,CORE,MINION,1,1,2,UNDEAD,BATTLECRY,<b>Battlecry:</b> Give a friendly Undead +2 Attack.,generated_supported
one_cost_minion,TIME_058,Paltry Flutterwing,NEUTRAL,TIME_TRAVEL,MINION,1,1,1,BEAST,DEATHRATTLE,[x]<b>Deathrattle:</b> Summon a random 2-Cost minion that is <b>Dormant</b> for 2 turns.,needs_rule
one_cost_minion,TIME_606,Quel'dorei Fletcher,HUNTER,TIME_TRAVEL,MINION,1,1,3,,AURA,Your Hero Power costs (0) while your hand has 3 or less cards.,generated_supported
one_cost_minion,TIME_613,Cryofrozen Champion,DEATHKNIGHT,TIME_TRAVEL,MINION,1,2,1,,DEATHRATTLE,<b>Deathrattle:</b> Get a random <b>Legendary</b> minion. Reduce its Cost by (1).,needs_rule
one_cost_minion,TIME_876,Shapeshifter,ROGUE,TIME_TRAVEL,MINION,1,1,1,,,"[x]Each turn this is in your hand, transform into a random minion in your opponent's hand.",generated_supported
one_cost_minion,TLC_249,Sizzling Cinder,NEUTRAL,THE_LOST_CITY,MINION,1,2,1,ELEMENTAL,DEATHRATTLE,<b>Deathrattle:</b> Deal 2 damage randomly split among all enemies.,generated_supported
one_cost_minion,TLC_461,Scrappy Scavenger,MAGE,THE_LOST_CITY,MINION,1,1,1,,"BATTLECRY,DISCOVER",[x]<b>Battlecry:</b> <b>Discover</b> a card with Cost equal to your remaining Mana Crystals.,generated_supported
one_cost_minion,TLC_514,Merchant of Legend,ROGUE,THE_LOST_CITY,MINION,1,1,2,,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a <b>Legendary</b> minion. Shuffle the other two into your deck.,generated_supported
one_cost_minion,TLC_603,Platysaur,NEUTRAL,THE_LOST_CITY,MINION,1,1,2,BEAST,"BATTLECRY,DEATHRATTLE",<b>Battlecry:</b> Draw a card. <b>Deathrattle:</b> Discard it.,generated_supported
one_cost_minion,TLC_820,Glade Ecologist,PRIEST,THE_LOST_CITY,MINION,1,2,1,,DEATHRATTLE,[x]<b>Deathrattle:</b> Get a 1-Cost Holy spell that gives a minion +2 or -2 Health.,generated_supported
fire_spell,CATA_303,Purifying Breath,PRIEST,CATACLYSM,SPELL,2,0,0,,,"[x]Deal $5 damage to a minion. If it dies, restore #5 Health to the enemy hero.",generated_supported
fire_spell,CATA_581,Decimation,WARRIOR,CATACLYSM,SPELL,6,0,0,,,[x]Deal $1 damage to all minions. <i>(Improved for each minion on the battlefield.)</i>,needs_rule
fire_spell,CATA_582,Searing Fissure,WARRIOR,CATACLYSM,SPELL,2,0,0,,,Deal $1 damage to all minions. Give your hero +3 Attack this turn.,direct_supported
fire_spell,CATA_585,Torch,WARRIOR,CATACLYSM,SPELL,1,0,0,,ImmuneToSpellpower,[x]Deal $8 damage to a damaged minion. Return this to hand with any excess damage.,direct_supported
fire_spell,CORE_CS2_029,Fireball,MAGE,CORE,SPELL,4,0,0,,,Deal $6 damage.,generated_supported
fire_spell,CORE_CS2_032,Flamestrike,MAGE,CORE,SPELL,7,0,0,,,Deal $5 damage to all enemy minions.,generated_supported
fire_spell,CORE_CS2_062,Hellfire,WARLOCK,CORE,SPELL,3,0,0,,,Deal $3 damage to ALL characters.,generated_supported
fire_spell,CORE_EX1_610,Explosive Trap,HUNTER,CORE,SPELL,2,0,0,,SECRET,"<b>Secret:</b> When your hero is attacked, deal $2 damage to all enemies.",needs_rule
fire_spell,CORE_GIL_836,Blazing Invocation,SHAMAN,CORE,SPELL,1,0,0,,DISCOVER,[x]<b>Discover</b> a <b>Battlecry</b> minion. It costs (1) less.,needs_rule
fire_spell,CORE_LOOT_101,Explosive Runes,MAGE,CORE,SPELL,3,0,0,,"SECRET,ImmuneToSpellpower","<b>Secret:</b> After your opponent plays a minion, deal $6 damage to it and any excess to their hero.",needs_rule
fire_spell,CORE_SW_108,First Flame,MAGE,CORE,SPELL,1,0,0,,,Deal $2 damage to a minion. Add a Second Flame to your hand.,generated_supported
fire_spell,CORE_WON_337,Ironforge Portal,WARRIOR,CORE,SPELL,4,0,0,,,Gain 4 Armor. Summon a random 4-Cost minion.,needs_rule
fire_spell,DINO_406,Fire Breath,SHAMAN,THE_LOST_CITY,SPELL,3,0,0,,,Deal $4 damage. Give your Elementals +1/+1.,generated_supported
fire_spell,END_024,Flames of Infinity,MAGE,TIME_TRAVEL,SPELL,3,0,0,,"SECRET,ImmuneToSpellpower","<b>Secret:</b> When your enemy's turn ends, deal INFINITE damage to their highest Health minion.",needs_rule
fire_spell,END_025,Eternal Firebolt,"MAGE,PRIEST",TIME_TRAVEL,SPELL,3,0,0,,LIFESTEAL,"<b>Lifesteal</b> Deal $3 damage to a minion. If it dies, return this to your hand at the end of your turn.",needs_rule
fire_spell,FIR_900,Cremate,DEATHKNIGHT,EMERALD_DREAM,SPELL,3,0,0,,DISCOVER,<b>Discover</b> a minion with a <b>Dark Gift</b>. It costs (2) less.,needs_rule
fire_spell,FIR_906,Overheat,DRUID,EMERALD_DREAM,SPELL,3,0,0,,,Give your minions +1/+1. Discard a random Nature spell to give them +1/+1 more.,generated_supported
fire_spell,FIR_909,Bursting Shot,HUNTER,EMERALD_DREAM,SPELL,2,0,0,,,Deal $2 damage to three random enemies.,generated_supported
fire_spell,FIR_910,Scorching Winds,MAGE,EMERALD_DREAM,SPELL,3,0,0,,,Deal $3 damage. Discard a random Fire spell to deal $3 more.,generated_supported
fire_spell,FIR_911,Smoldering Grove,MAGE,EMERALD_DREAM,SPELL,2,0,0,,,"Draw {0} card. <i>(Upgrades each turn, but discards after {1}!)</i>1Draw {0} cards. <i>(Discards this turn!)</i>",needs_rule
fire_spell,FIR_914,Smoldering Strength,PALADIN,EMERALD_DREAM,SPELL,1,0,0,,,"Give a friendly minion +{0}/+{0}. <i>(Upgrades each turn, but discards after {1}!)</i>1Give a friendly minion +{0}/+{0}. <i>(Discards this turn!)</i>",needs_rule
fire_spell,FIR_916,Smoldering Ascent,PRIEST,EMERALD_DREAM,SPELL,2,0,0,,,"Deal ${0} damage to all enemy minions. <i>(Upgrades each turn, but discards after {1}!)</i>1Deal ${0} damage to all enemy minions. <i>(Discards this turn!)</i>",needs_rule
fire_spell,FIR_920,Smoke Bomb,ROGUE,EMERALD_DREAM,SPELL,2,0,0,,DISCOVER,"<b>Discover</b> a <b>Combo</b>, <b>Battlecry</b>, or <b>Stealth</b> minion with a <b>Dark Gift</b>.",needs_rule
fire_spell,FIR_923,Flames of the Firelord,SHAMAN,EMERALD_DREAM,SPELL,2,0,0,,,"[x]Deal $4 damage to a random enemy minion. If you're holding a card that costs (8) or more, deal $8 instead.",generated_supported
fire_spell,FIR_939,Shadowflame Suffusion,WARRIOR,EMERALD_DREAM,SPELL,2,0,0,,DISCOVER,[x]Deal $2 damage. <b>Discover</b> a Warrior minion with a <b>Dark Gift</b>.,direct_supported
fire_spell,FIR_941,Searing Reflection,PALADIN,EMERALD_DREAM,SPELL,7,0,0,,,Draw a minion. Summon an 8/8 copy of it with <b>Divine Shield</b>.,generated_supported
fire_spell,FIR_954,Conflagrate,WARLOCK,EMERALD_DREAM,SPELL,1,0,0,,,Deal $5 damage to a minion. Its owner draws a card.,generated_supported
fire_spell,JAIL_307,Crowd Control,WARRIOR,ESCAPEFROM_VIOLET_HOLD,SPELL,5,0,0,,,"Deal $2 damage to all minions twice. If your deck has 25 or more cards, this costs (2) less.",generated_supported
fire_spell,JAIL_801,Molten Gold,SHAMAN,ESCAPEFROM_VIOLET_HOLD,SPELL,3,0,0,,,Deal $4 damage. <i>(Cast 3 spells to turn into a minion!)</i>,needs_rule
fire_spell,TLC_221,Sizzling Swarm,SHAMAN,THE_LOST_CITY,SPELL,6,0,0,,,Deal $3 damage. Summon that many 2/1 Sizzling Cinders.,generated_supported
fire_spell,TLC_222,Flight of the Firehawk,SHAMAN,THE_LOST_CITY,SPELL,3,0,0,,,Draw two minions of different minion types. Give them +1/+1.,generated_supported
fire_spell,TLC_227,Lava Flow,SHAMAN,THE_LOST_CITY,SPELL,3,0,0,,OVERLOAD,"Deal $2 damage to the lowest Health enemy, three times. <b>Overload:</b> (1)",generated_supported
fire_spell,TLC_632,Story of Sulfuras,WARRIOR,THE_LOST_CITY,SPELL,5,0,0,,,"[x]Swap your Hero Power to ""Deal 8 damage to a random enemy."" After 2 uses, swap back.",generated_supported
tortotem_multi_type_minion,CAP_107,Cannonmaster,WARRIOR,ESCAPEFROM_VIOLET_HOLD,MINION,1,3,1,"DRAENEI,PIRATE",BATTLECRY,[x]<b>Battlecry:</b> Get a 1/1 Cannoneer that deals 1 damage to a random enemy at end of turn.,direct_supported
tortotem_multi_type_minion,CAP_800,Sinful Steed,PRIEST,ESCAPEFROM_VIOLET_HOLD,MINION,3,2,3,"BEAST,UNDEAD",REBORN,<b>Reborn</b>. This is <b>Reborn</b> with full Health and enchantments.,generated_supported
tortotem_multi_type_minion,CATA_155,Arisen Onyxia,DEATHKNIGHT,CATACLYSM,MINION,9,3,6,"DRAGON,UNDEAD","COLOSSAL,TRIGGER_VISUAL","[x]<b>Colossal +2</b>. When your hero would lose Health on your turn, gain that much max Health instead.",generated_supported
tortotem_multi_type_minion,CATA_464,Blackwing Experiment,DEATHKNIGHT,CATACLYSM,MINION,2,3,1,"DRAGON,UNDEAD",DEATHRATTLE,[x]<b>Deathrattle:</b> Get a 2-Cost spell that deals this minion's Attack damage.,generated_supported
tortotem_multi_type_minion,CATA_469,Chromatic Broodmother,DEATHKNIGHT,CATACLYSM,MINION,4,2,5,"DRAGON,UNDEAD","RUSH,TRIGGER_VISUAL","[x]<b>Rush</b>   Whenever this attacks, refresh Mana Crystals equal    to this minion's Attack.",generated_supported
tortotem_multi_type_minion,CATA_550,Magmaw,HUNTER,CATACLYSM,MINION,7,2,12,"BEAST,MECHANICAL","COLOSSAL,TRIGGER_VISUAL",<b>Colossal +99</b> Summon any leftover appendages when there is room.,generated_supported
tortotem_multi_type_minion,CATA_999,Earthen Drake,NEUTRAL,CATACLYSM,MINION,5,4,4,"DRAGON,ELEMENTAL",TRIGGER_VISUAL,"At the end of your turn, deal 4 damage to the enemy hero.",generated_supported
tortotem_multi_type_minion,CORE_AT_123,Chillmaw,NEUTRAL,CORE,MINION,7,6,6,"DRAGON,UNDEAD","DEATHRATTLE,TAUNT","[x]<b>Taunt</b> <b>Deathrattle:</b> If you're holding a Dragon, deal 3 damage to all minions.",generated_supported
tortotem_multi_type_minion,CORE_BT_201,Augmented Porcupine,HUNTER,CORE,MINION,3,2,4,"BEAST,MECHANICAL",DEATHRATTLE,[x]<b>Deathrattle</b>: Deal this minion's Attack damage randomly split among all enemies.,generated_supported
tortotem_multi_type_minion,CORE_DRG_107,Violet Spellwing,MAGE,CORE,MINION,1,2,1,"BEAST,ELEMENTAL",DEATHRATTLE,<b>Deathrattle:</b> Add an 'Arcane Missiles' spell to your hand.,generated_supported
tortotem_multi_type_minion,CORE_LOE_039,Gorillabot A-3,NEUTRAL,CORE,MINION,3,3,4,"BEAST,MECHANICAL","BATTLECRY,DISCOVER","<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.",needs_rule
tortotem_multi_type_minion,CORE_NX2_028,Hookfist-3000,WARRIOR,CORE,MINION,3,4,3,"MECHANICAL,PIRATE",TRIGGER_VISUAL,"After your hero attacks, gain 4 Armor and draw a card.",generated_supported
tortotem_multi_type_minion,CORE_SW_068,Mo'arg Forgefiend,NEUTRAL,CORE,MINION,8,8,8,"DEMON,MECHANICAL","DEATHRATTLE,TAUNT",<b>Taunt</b> <b>Deathrattle:</b> Gain 8 Armor.,generated_supported
tortotem_multi_type_minion,CORE_TTN_866,Mythical Terror,DEMONHUNTER,CORE,MINION,7,4,10,"BEAST,DEMON","LIFESTEAL,TRIGGER_VISUAL","[x]<b>Lifesteal</b> At the end of your turn, force all enemy minions to attack this.",generated_supported
tortotem_multi_type_minion,CORE_ULD_723,Murmy,NEUTRAL,CORE,MINION,1,1,1,"MURLOC,UNDEAD",REBORN,<b>Reborn</b>,generated_supported
tortotem_multi_type_minion,CORE_UNG_084,Fire Plume Phoenix,NEUTRAL,CORE,MINION,4,3,4,"BEAST,ELEMENTAL",BATTLECRY,<b>Battlecry:</b> Deal 3 damage.,generated_supported
tortotem_multi_type_minion,DINO_132,Asphyxiodon,WARLOCK,THE_LOST_CITY,MINION,8,6,12,"BEAST,DEMON","TAUNT,TRIGGER_VISUAL","[x]<b>Taunt</b>. At the end of your turn, deal 5 damage to a random enemy minion.",generated_supported
tortotem_multi_type_minion,DINO_138,Diabolus Rex,DEMONHUNTER,THE_LOST_CITY,MINION,6,6,5,"BEAST,DEMON",,<b>Kindred:</b> Deal 6 damage to your opponent's left and right-most minions.,generated_supported
tortotem_multi_type_minion,DINO_401,The Great Dracorex,WARRIOR,THE_LOST_CITY,MINION,8,5,12,"BEAST,DRAGON","RUSH,TRIGGER_VISUAL","[x]<b>Rush</b> After this attacks an enemy minion, it damages ALL other enemy minions.",generated_supported
tortotem_multi_type_minion,DINO_404,Firegill,PALADIN,THE_LOST_CITY,MINION,2,3,2,"ELEMENTAL,MURLOC",,<b>Kindred:</b> Give your other minions <b>Rush</b>.,generated_supported
tortotem_multi_type_minion,DINO_407,"Mirrex, the Crystalline",ROGUE,THE_LOST_CITY,MINION,3,3,4,"BEAST,ELEMENTAL",,"[x]While in your hand, this is a 3/4 copy of the last minion your opponent played.",generated_supported
tortotem_multi_type_minion,DINO_409,Techysaurus,MAGE,THE_LOST_CITY,MINION,7,3,6,"BEAST,MECHANICAL",TAUNT,[x]<b>Taunt</b>. Costs (1) less for each card you played this game that didn't start in your deck.,generated_supported
tortotem_multi_type_minion,DINO_413,Chillspine Stegodon,SHAMAN,THE_LOST_CITY,MINION,4,3,4,"BEAST,ELEMENTAL",BATTLECRY,[x]<b>Battlecry:</b> Deal 2 damage to two random enemy minions.  <b>Kindred:</b> And <b>Freeze</b> them.,generated_supported
tortotem_multi_type_minion,DINO_416,Hollow Direhorn,DEATHKNIGHT,THE_LOST_CITY,MINION,5,5,4,"BEAST,UNDEAD","RUSH,TRIGGER_VISUAL","<b>Rush</b> After a friendly minion dies, spend 3 <b>Corpses</b> to gain <b>Reborn</b>.",generated_supported
tortotem_multi_type_minion,EDR_421,Omen,DEMONHUNTER,EMERALD_DREAM,MINION,10,6,12,"BEAST,DEMON","DEATHRATTLE,RUSH,WINDFURY","[x]<b>Rush</b>, <b>Windfury</b> <b>Deathrattle:</b> Deal 1 damage to all enemies. <i>(Improves after this attacks!)</i>",generated_supported
tortotem_multi_type_minion,EDR_493,Alara'shi,DEMONHUNTER,EMERALD_DREAM,MINION,5,5,5,"BEAST,DEMON",BATTLECRY,[x]<b>Battlecry:</b> Transform minions in your hand into random Demons. <i>(They keep their   original stats and Cost.)</I>,needs_rule
tortotem_multi_type_minion,EDR_810,Hideous Husk,DEATHKNIGHT,EMERALD_DREAM,MINION,6,3,5,"BEAST,UNDEAD","AURA,BATTLECRY",[x]Your Leeches steal 1 more Health from their victims. <b>Battlecry:</b> Summon two 0/2 Leeches.,generated_supported
tortotem_multi_type_minion,EDR_818,Nythendra,DEATHKNIGHT,EMERALD_DREAM,MINION,7,7,7,"DRAGON,UNDEAD","DEATHRATTLE,TAUNT","[x]<b>Taunt</b>. <b>Deathrattle:</b> Split into 1/1 Beetles. At the start of your turn, reform with any remaining.",generated_supported
